TypPS,oxygen,pm10,cnt0_5,co,temperature,performance,co2,measuretime,so2,no2,cnt5,timestamp,pm1,cnt1,dewpt,tvoc,pressure,cnt10,dCO2dt,sound_max,health,temperature_o2,cnt2_5,o3,humidity,dHdt,humidity_abs,sound,pm2_5,cnt0_3
2.635,20.826,15.456,424.938,1.599,25.42,0.0,724.454,1862,634.892,17.822,1.617,2023-07-02 17:55:35,8.964,89.019,14.586,10820.7,991.192,0.986,-189.08,79.2,0.0,29.782,4.443,8.59,52.267,-0.09,12.371,60.871,13.259,1304.7
2.054,20.824,15.929,447.587,1.61,25.423,0.0,769.421,1884,650.987,18.779,0.706,2023-07-02 17:57:36,9.645,98.759,14.611,33044.8,991.146,0.113,45.73,72.9,0.0,29.8,7.215,8.58,52.341,0.2,12.391,68.03,14.843,1382.03
2.298,20.823,17.228,455.114,1.613,25.426,0.0,779.741,1893,657.161,18.96,0.606,2023-07-02 17:59:35,9.833,95.952,14.564,15924.0,991.131,0.337,255.82,74.9,0.0,29.793,5.605,8.547,52.176,0.19,12.353,67.069,15.703,1408.58
2.403,20.826,17.287,438.807,1.61,25.431,0.0,750.395,1880,657.188,18.505,1.441,2023-07-02 18:01:36,9.549,98.422,14.503,9980.26,991.081,1.411,122.95,70.1,0.0,29.805,3.788,8.41,51.953,-0.14,12.304,65.42,15.346,1338.21
2.141,20.822,15.59,427.755,1.609,25.44,0.0,771.348,1866,659.757,18.742,1.398,2023-07-02 18:03:36,9.169,100.579,14.608,11871.5,991.117,0.244,-40.75,72.1,0.0,29.824,4.326,8.377,52.28,-0.06,12.388,59.273,14.404,1324.63
2.152,20.818,15.581,426.99,1.611,25.454,0.0,779.94,1867,662.332,19.201,1.527,2023-07-02 18:05:36,8.92,88.868,14.653,16162.8,991.095,0.361,3.49,73.4,0.0,29.829,5.975,8.379,52.388,0.19,12.423,54.381,14.403,1313.81
2.686,20.825,15.387,406.989,1.614,25.457,0.0,794.47,1862,666.397,19.575,2.186,2023-07-02 18:07:38,8.811,85.467,14.647,15268.0,991.102,0.568,107.04,56.4,0.0,29.814,6.91,8.354,52.358,0.3,12.418,52.35,13.245,1247.54
2.822,20.825,15.638,413.03,1.613,25.455,0.0,780.569,1892,666.293,19.229,2.505,2023-07-02 18:09:38,9.168,84.177,14.61,12853.5,991.112,1.548,65.24,64.4,0.0,29.815,6.863,8.279,52.238,0.01,12.388,53.378,13.14,1264.23
2.177,20.823,15.584,427.479,1.611,25.455,0.0,774.895,1860,666.23,18.419,2.681,2023-07-02 18:11:36,9.275,95.957,14.59,12324.6,991.171,0.938,-30.38,74.8,0.0,29.8,7.757,8.198,52.172,-0.16,12.372,56.865,14.275,1317.37
2.203,20.823,15.014,416.895,1.61,25.46,0.0,773.845,1862,668.261,18.263,1.091,2023-07-02 18:13:37,9.005,88.387,14.583,11827.7,991.22,0.119,-54.34,74.4,0.0,29.81,5.13,8.119,52.133,-0.15,12.367,64.446,13.77,1274.92
2.321,20.823,16.645,421.004,1.607,25.46,0.0,768.568,1883,665.058,17.919,1.071,2023-07-02 18:15:38,8.88,88.024,14.548,10677.8,991.189,0.014,-32.56,64.5,0.0,29.809,6.801,8.049,52.014,-0.11,12.339,54.569,15.161,1296.37
2.453,20.823,14.829,408.524,1.604,25.457,0.0,771.486,1890,665.087,17.602,1.001,2023-07-02 18:17:38,8.305,98.262,14.499,9264.56,991.18,0.185,-12.32,59.5,0.0,29.805,4.441,7.959,51.861,-0.19,12.3,53.001,13.24,1256.61
2.312,20.832,16.723,434.403,1.602,25.461,0.0,767.84,1879,666.692,17.242,1.116,2023-07-02 18:19:39,8.838,106.909,14.496,8841.71,991.151,0.356,-14.6,57.5,0.0,29.807,7.632,7.854,51.838,-0.22,12.297,52.341,15.421,1352.43
2.306,20.827,16.364,428.866,1.601,25.467,0.0,770.986,1877,665.964,17.084,1.911,2023-07-02 18:21:39,9.147,92.677,14.502,8434.58,991.141,0.201,-3.74,72.2,0.0,29.835,6.341,7.859,51.836,-0.12,12.301,53.915,14.912,1320.99
2.683,20.827,15.311,390.244,1.6,25.471,0.0,775.705,1876,664.889,16.9,1.726,2023-07-02 18:23:38,7.586,95.476,14.501,7908.5,991.141,0.839,18.08,73.1,0.0,29.843,6.599,7.815,51.822,0.0,12.3,53.361,13.393,1205.59
2.112,20.827,13.839,412.477,1.598,25.472,0.0,795.389,1857,665.386,17.156,1.486,2023-07-02 18:25:38,9.167,79.686,14.508,7212.84,991.142,0.55,67.89,60.5,0.0,29.849,3.508,7.843,51.844,0.03,12.307,53.21,12.5,1264.2
2.856,20.828,16.46,424.162,1.596,25.477,0.0,785.278,1883,664.783,16.945,3.173,2023-07-02 18:27:38,9.077,95.824,14.477,6628.78,991.124,1.388,51.29,69.2,0.0,29.864,5.824,7.883,51.724,-0.05,12.281,54.898,13.708,1296.6
2.769,20.824,15.152,395.406,1.595,25.485,0.0,782.745,1877,664.82,17.405,1.723,2023-07-02 18:29:39,8.366,83.351,14.511,6596.13,991.11,0.459,5.11,61.0,0.0,29.878,8.382,7.896,51.815,0.0,12.308,52.706,12.913,1216.08
2.637,20.824,16.048,413.211,1.595,25.497,0.0,781.431,1861,663.761,17.836,1.551,2023-07-02 18:31:40,8.569,93.937,14.507,6461.34,991.083,0.893,-27.25,59.2,0.0,29.89,7.86,7.83,51.76,0.01,12.304,52.125,14.066,1279.3
2.334,20.821,12.708,380.684,1.594,25.499,0.0,770.951,1869,659.344,17.705,1.317,2023-07-02 18:33:39,8.368,60.168,14.494,6288.49,991.096,0.48,-37.73,59.8,0.0,29.886,3.086,7.85,51.712,0.04,12.294,52.32,11.178,1174.53
2.757,20.826,14.731,421.903,1.592,25.499,0.0,777.739,1876,657.092,17.328,2.393,2023-07-02 18:35:40,8.772,79.423,14.492,6022.37,991.139,0.529,-21.21,67.7,0.0,29.877,5.006,7.818,51.707,-0.05,12.293,53.926,12.392,1299.0
2.506,20.829,16.148,413.588,1.591,25.493,0.0,782.414,1854,656.701,17.206,2.257,2023-07-02 18:37:41,8.678,101.093,14.464,5481.98,991.08,0.54,9.9,72.9,0.0,29.869,5.827,7.811,51.632,-0.09,12.271,53.84,14.387,1275.84
2.799,20.821,14.918,393.965,1.589,25.492,0.0,798.262,1878,655.587,16.681,2.638,2023-07-02 18:39:41,8.894,74.961,14.449,5188.91,991.06,0.462,63.77,61.5,0.0,29.868,5.185,7.815,51.585,-0.1,12.258,52.673,12.675,1226.61
2.561,20.82,14.962,399.247,1.588,25.486,0.0,811.327,1882,656.209,16.855,1.722,2023-07-02 18:41:41,8.65,82.071,14.475,5188.64,991.068,1.032,91.38,60.5,0.0,29.866,5.297,7.842,51.691,-0.04,12.279,52.373,12.896,1235.93
3.744,20.821,18.127,425.128,1.586,25.489,0.0,806.859,1881,656.125,16.826,5.58,2023-07-02 18:43:42,8.652,93.793,14.486,5075.63,991.03,1.798,61.96,58.7,0.0,29.87,11.07,7.82,51.717,0.04,12.288,52.17,13.237,1308.34
2.709,20.815,16.783,420.7,1.586,25.496,0.0,815.594,1847,660.401,17.569,2.421,2023-07-02 18:45:43,9.059,89.501,14.517,4749.95,991.012,1.389,64.76,56.4,0.0,29.87,7.809,7.786,51.799,0.13,12.312,51.483,14.365,1296.58
2.78,20.816,17.298,430.282,1.587,25.507,0.0,832.069,1865,663.87,18.559,2.909,2023-07-02 18:47:41,8.729,103.191,14.547,4817.11,990.984,1.258,67.14,72.5,0.0,29.895,6.869,7.803,51.866,0.15,12.336,52.058,14.732,1324.07
2.908,20.818,17.732,420.871,1.587,25.513,0.0,831.923,1872,664.034,19.16,3.673,2023-07-02 18:49:42,9.385,102.366,14.55,4944.93,990.988,1.929,78.48,60.7,0.0,29.887,7.452,7.779,51.855,0.17,12.338,53.68,14.68,1296.31
2.342,20.829,16.852,424.48,1.584,25.514,29.0,781.048,1888,658.908,18.6,1.849,2023-07-02 18:51:43,9.32,95.856,14.479,4237.68,990.981,0.91,-70.64,72.9,3.0,29.884,5.595,7.699,51.618,-0.05,12.282,53.382,15.256,1300.85
2.565,20.824,14.683,403.745,1.583,25.512,35.0,761.048,1891,658.6,18.433,2.123,2023-07-02 18:53:43,8.429,90.22,14.551,4182.78,990.967,1.704,-214.75,63.5,3.0,29.879,4.271,7.716,51.862,-0.07,12.339,53.1,12.773,1237.27
2.351,20.819,14.843,398.655,1.582,25.516,4.0,802.999,1872,661.788,19.156,1.171,2023-07-02 18:55:43,8.575,81.992,14.64,4492.8,990.952,0.801,-87.97,64.1,0.0,29.891,3.397,7.811,52.152,0.18,12.41,55.084,13.312,1226.77
2.216,20.824,16.256,411.6,1.581,25.516,21.0,775.928,1858,660.988,19.449,1.258,2023-07-02 18:57:45,8.959,97.181,14.598,4242.91,990.996,0.27,13.51,84.3,1.0,29.873,7.546,7.706,52.011,0.29,12.376,64.752,14.945,1266.03
2.821,20.822,15.178,381.476,1.581,25.513,5.0,779.058,1858,660.302,19.511,1.496,2023-07-02 18:59:44,7.968,85.293,14.596,4337.42,991.005,0.658,38.28,72.6,0.0,29.882,6.984,7.657,52.012,0.11,12.375,67.124,12.852,1172.76
2.761,20.821,15.699,422.384,1.579,25.501,20.0,773.809,1872,658.304,18.967,2.31,2023-07-02 19:01:45,9.075,80.425,14.55,4231.44,990.987,1.402,-56.96,74.1,1.0,29.864,4.819,7.545,51.893,-0.14,12.338,62.363,13.225,1297.38
2.786,20.819,16.927,415.305,1.577,25.483,39.0,767.315,1860,655.651,18.596,2.522,2023-07-02 19:03:44,8.654,94.566,14.556,4107.44,990.974,1.557,-51.7,81.6,4.0,29.832,9.149,7.509,51.969,-0.09,12.344,66.84,14.45,1280.69
2.729,20.817,15.693,399.434,1.576,25.461,65.0,777.279,1884,654.953,18.723,2.66,2023-07-02 19:05:46,8.552,87.283,14.555,3872.77,990.951,0.522,-5.58,86.0,19.0,29.795,5.943,7.565,52.038,-0.09,12.345,64.819,13.441,1239.0
2.133,20.815,14.057,379.758,1.577,25.442,24.0,797.74,1876,656.797,19.696,1.047,2023-07-02 19:07:45,8.139,81.254,14.646,4085.61,990.962,0.214,51.44,74.7,7.0,29.767,4.613,7.747,52.401,0.17,12.418,58.497,12.96,1178.07
2.413,20.814,15.179,406.537,1.576,25.43,3.0,817.273,1894,660.917,21.057,2.425,2023-07-02 19:09:46,8.806,80.211,14.733,4508.62,990.97,1.312,144.78,72.8,1.0,29.746,5.689,7.955,52.732,0.39,12.488,58.517,13.38,1250.67
2.292,20.813,14.606,399.024,1.619,25.424,0.0,844.753,1875,718.072,22.308,1.406,2023-07-02 19:11:45,8.519,87.228,14.777,47215.6,990.963,0.45,182.75,75.9,0.0,29.725,5.252,8.195,52.902,0.48,12.524,58.836,13.26,1227.9
2.516,20.82,15.292,406.05,1.63,25.424,0.0,824.477,1875,735.695,22.597,1.113,2023-07-02 19:13:45,8.972,90.149,14.694,15534.6,990.955,0.89,113.55,76.2,0.0,29.708,4.862,8.258,52.619,0.16,12.457,57.49,13.447,1267.57
3.207,20.813,15.303,393.551,1.617,25.42,0.0,836.556,1869,728.304,22.704,3.703,2023-07-02 19:15:46,7.752,81.614,14.708,7585.29,990.984,1.523,24.84,86.9,0.0,29.704,8.182,8.25,52.68,-0.08,12.469,57.099,12.205,1209.98
3.121,20.816,15.915,407.541,1.604,25.41,0.0,830.799,1892,719.678,22.897,2.91,2023-07-02 19:17:47,8.582,82.558,14.611,6471.54,990.981,1.743,-20.01,76.9,0.0,29.701,6.371,8.181,52.383,-0.28,12.391,53.911,12.667,1262.53
2.945,20.826,18.393,436.312,1.594,25.393,0.0,740.7,1891,704.65,21.159,3.379,2023-07-02 19:19:47,8.899,100.691,14.467,5439.29,990.946,1.552,-211.33,84.4,0.0,29.668,10.336,7.958,51.951,-0.51,12.277,59.497,15.428,1341.94
2.284,20.818,17.341,443.44,1.587,25.371,0.0,813.355,1860,691.257,20.026,1.582,2023-07-02 19:21:47,9.655,96.836,14.526,5214.6,990.914,1.241,-150.74,85.3,0.0,29.655,6.243,7.947,52.218,-0.47,12.325,58.943,15.767,1376.1
2.297,20.827,17.106,427.526,1.58,25.357,110.0,789.415,1876,673.408,19.159,1.16,2023-07-02 19:23:49,9.05,101.845,14.246,3979.49,990.88,0.6,-39.19,70.6,56.0,29.618,6.194,7.936,51.328,-0.68,12.105,56.462,15.767,1313.17
2.687,20.839,16.898,446.62,1.576,25.3,134.0,707.19,1877,653.032,17.705,2.693,2023-07-02 19:25:47,8.979,102.298,14.21,3821.87,990.876,1.952,-92.79,57.6,38.0,29.597,6.576,8.092,51.378,-0.63,12.079,54.055,14.579,1373.08
2.175,20.848,15.683,427.829,1.569,25.227,418.0,650.232,1872,629.636,15.055,0.9,2023-07-02 19:27:48,8.897,82.33,13.928,2335.42,990.857,0.235,-407.01,65.9,276.0,29.533,6.076,8.425,50.669,-1.1,11.864,55.989,14.548,1325.82
2.386,20.855,16.136,421.805,1.56,25.148,685.0,587.686,1875,602.194,10.841,1.775,2023-07-02 19:29:48,9.293,87.782,13.754,1227.76,990.852,0.604,-612.97,66.3,538.0,29.433,6.403,9.192,50.337,-1.31,11.733,55.864,14.469,1294.47
2.579,20.858,16.507,430.317,1.555,25.071,759.0,560.471,1880,585.289,9.501,2.091,2023-07-02 19:31:49,9.175,89.219,13.739,981.886,990.833,1.353,-393.36,67.9,574.0,29.331,7.18,9.967,50.516,-1.02,11.724,55.478,14.422,1337.77
3.193,20.863,16.991,401.919,1.552,25.02,823.0,538.533,1874,572.976,9.841,3.421,2023-07-02 19:33:50,8.685,78.944,13.738,781.701,990.801,1.252,-303.02,64.2,599.0,29.244,7.031,10.697,50.665,-0.46,11.725,58.146,13.579,1230.5
2.826,20.866,16.403,408.327,1.548,24.975,885.0,522.841,1879,565.181,11.213,2.216,2023-07-02 19:35:49,8.517,92.878,13.599,576.409,990.828,1.564,-179.26,69.4,605.0,29.208,6.546,11.293,50.345,-0.18,11.622,55.041,13.952,1270.13
2.865,20.876,17.036,409.37,1.545,24.933,940.0,501.163,1876,554.348,12.052,3.318,2023-07-02 19:37:49,8.964,85.274,13.533,417.237,990.821,0.836,-155.63,59.3,588.0,29.196,7.744,11.951,50.253,-0.47,11.573,54.922,14.161,1266.97
3.011,20.878,16.75,405.589,1.54,24.887,962.0,484.266,1888,542.286,12.269,3.264,2023-07-02 19:39:50,8.887,87.211,13.312,268.614,990.838,1.972,-151.01,60.0,587.0,29.152,8.457,12.562,49.674,-0.73,11.41,54.322,13.585,1249.81
3.013,20.883,15.414,398.131,1.536,24.829,968.0,459.435,1865,524.543,10.895,2.422,2023-07-02 19:41:51,8.29,83.278,13.082,127.859,990.839,0.956,-173.21,62.9,613.0,29.081,6.869,13.358,49.104,-1.1,11.243,55.339,12.409,1242.88
2.665,20.887,16.791,439.946,1.532,24.763,969.0,457.706,1889,513.362,10.814,2.022,2023-07-02 19:43:50,9.619,92.558,13.134,131.682,990.826,1.282,-131.26,65.2,564.0,29.001,7.207,14.219,49.465,-0.88,11.283,55.298,14.368,1358.31
2.878,20.886,16.221,412.323,1.531,24.714,970.0,465.063,1864,509.321,12.293,3.24,2023-07-02 19:45:51,8.725,90.049,13.115,160.758,990.823,2.281,-53.8,66.3,597.0,28.959,6.508,14.681,49.549,-0.4,11.271,55.135,13.555,1275.4
2.436,20.884,16.259,412.524,1.531,24.689,970.0,461.541,1861,507.206,13.903,1.576,2023-07-02 19:47:51,8.882,90.072,13.129,159.067,990.818,0.942,16.9,67.9,586.0,28.91,6.61,15.132,49.67,0.1,11.283,54.373,14.379,1268.45
2.003,20.891,14.285,389.874,1.53,24.678,970.0,449.602,1876,505.023,15.803,0.721,2023-07-02 19:49:52,8.575,78.202,13.073,129.924,990.829,0.427,-18.96,62.4,602.0,28.904,5.007,15.69,49.52,-0.06,11.241,53.388,13.222,1203.6
2.523,20.89,13.004,385.725,1.528,24.652,970.0,446.933,1872,500.025,17.377,1.435,2023-07-02 19:51:52,8.076,68.957,13.042,127.723,990.824,1.198,-58.57,58.6,623.0,28.862,4.251,16.141,49.495,-0.23,11.22,53.196,11.228,1189.54
3.055,20.887,14.244,376.68,1.527,24.621,970.0,445.716,1889,496.657,19.053,2.241,2023-07-02 19:53:52,7.973,77.851,13.063,152.272,990.831,1.097,-49.97,63.2,627.0,28.816,6.336,16.324,49.659,-0.1,11.237,54.054,11.479,1164.34
2.744,20.886,14.872,380.572,1.527,24.595,971.0,441.675,1869,496.329,20.781,2.59,2023-07-02 19:55:52,8.119,81.412,13.086,176.901,990.813,1.345,-19.69,60.8,621.0,28.79,6.285,16.432,49.807,0.04,11.254,54.039,12.707,1179.18
2.454,20.888,13.331,381.868,1.526,24.575,971.0,440.634,1879,496.446,21.346,1.157,2023-07-02 19:57:53,8.449,71.343,13.039,171.286,990.809,0.614,-17.89,60.8,609.0,28.757,3.487,16.504,49.716,0.02,11.221,52.845,11.608,1181.92
2.976,20.892,15.674,394.04,1.525,24.562,971.0,441.43,1882,497.413,21.94,2.993,2023-07-02 19:59:53,8.448,82.28,13.01,167.357,990.796,2.066,-9.44,61.3,609.0,28.755,5.245,16.708,49.66,-0.17,11.2,52.956,12.886,1211.88
2.907,20.891,16.086,384.468,1.523,24.544,971.0,439.493,1884,494.662,22.161,2.624,2023-07-02 20:01:53,7.714,93.141,12.924,153.658,990.782,1.122,-3.1,68.6,632.0,28.728,8.917,16.873,49.431,-0.3,11.137,53.742,13.569,1197.78
2.297,20.898,14.946,403.44,1.522,24.513,972.0,431.102,1881,485.628,20.553,1.461,2023-07-02 20:03:55,8.159,92.294,12.625,65.823,990.779,0.762,-23.47,67.3,618.0,28.704,5.77,17.224,48.568,-0.68,10.923,55.505,13.68,1236.64
2.812,20.898,17.018,413.601,1.521,24.435,972.0,425.476,1879,469.152,19.146,3.39,2023-07-02 20:05:54,8.646,92.233,12.576,57.792,990.786,1.512,-54.03,59.7,598.0,28.671,8.488,17.638,48.639,-0.87,10.891,53.214,14.51,1272.48
2.432,20.902,14.036,386.559,1.518,24.354,972.0,432.675,1871,463.792,18.471,1.696,2023-07-02 20:07:55,7.645,77.045,12.645,93.44,990.775,0.691,-28.81,82.5,640.0,28.593,6.058,17.981,49.097,-0.59,10.943,62.122,12.461,1173.35
3.018,20.901,16.691,400.505,1.518,24.316,972.0,436.982,1904,463.605,18.743,3.111,2023-07-02 20:09:54,8.122,83.226,12.593,111.718,990.761,1.582,19.19,72.9,621.0,28.542,9.189,18.187,49.04,-0.1,10.907,67.166,13.594,1231.16
2.936,20.902,15.948,383.761,1.516,24.288,973.0,437.911,1896,462.266,19.578,3.789,2023-07-02 20:11:56,8.202,83.014,12.652,121.172,990.745,1.443,41.6,73.0,618.0,28.51,7.744,18.549,49.313,0.09,10.951,62.486,13.133,1185.23
2.938,20.901,14.655,403.046,1.516,24.273,973.0,450.025,1880,466.259,21.583,2.972,2023-07-02 20:13:55,8.47,75.748,12.615,147.533,990.739,0.75,44.42,72.8,607.0,28.476,5.74,18.573,49.238,0.02,10.924,67.545,12.003,1246.36
2.302,20.904,13.871,386.938,1.516,24.272,973.0,451.698,1860,470.627,23.297,1.183,2023-07-02 20:15:56,8.134,78.295,12.647,148.672,990.722,0.307,49.12,72.8,621.0,28.476,5.705,18.646,49.342,0.06,10.947,62.542,12.521,1196.27
2.388,20.906,11.965,362.015,1.516,24.265,973.0,441.73,1873,467.234,24.104,1.507,2023-07-02 20:17:56,8.126,51.376,12.555,133.887,990.701,0.991,10.14,76.4,621.0,28.465,3.352,18.859,49.068,-0.1,10.882,67.267,10.49,1119.97
3.014,20.905,15.903,404.121,1.514,24.241,973.0,435.766,1883,464.288,24.127,2.74,2023-07-02 20:19:57,8.753,79.233,12.574,149.599,990.705,1.059,-39.41,73.1,596.0,28.427,7.403,19.038,49.199,-0.21,10.896,65.874,12.934,1245.51
3.24,20.904,15.386,394.55,1.513,24.22,973.0,436.101,1881,467.243,24.761,3.462,2023-07-02 20:21:57,8.283,76.291,12.583,166.469,990.692,3.094,-53.07,70.0,615.0,28.414,7.403,18.855,49.292,-0.09,10.904,64.761,12.035,1224.28
2.91,20.903,15.799,385.245,1.513,24.212,973.0,435.75,1869,470.449,25.043,2.371,2023-07-02 20:23:58,7.902,88.379,12.573,169.434,990.703,0.954,-13.3,70.1,629.0,28.397,7.477,18.823,49.281,0.07,10.896,65.798,13.193,1198.6
2.057,20.902,13.083,376.716,1.512,24.207,974.0,438.607,1885,474.941,26.099,1.188,2023-07-02 20:25:57,8.131,67.209,12.603,191.401,990.734,0.561,6.71,69.5,618.0,28.395,3.979,18.643,49.394,0.11,10.919,62.96,11.998,1162.27
2.494,20.902,13.718,385.565,1.512,24.209,974.0,447.932,1872,478.424,26.147,1.52,2023-07-02 20:27:57,7.96,70.504,12.44,301.823,990.743,1.446,24.54,67.4,627.0,28.388,5.028,18.507,48.863,-0.2,10.802,64.968,12.123,1193.41
2.742,20.908,14.469,375.57,1.509,24.174,974.0,436.383,1841,466.942,24.375,2.354,2023-07-02 20:29:58,7.815,81.453,12.298,202.037,990.733,0.759,10.06,71.0,630.0,28.356,5.14,18.814,48.51,-0.61,10.703,65.238,12.311,1160.05
3.036,20.907,13.745,375.401,1.508,24.137,974.0,433.791,1863,464.919,23.877,2.952,2023-07-02 20:31:57,7.893,70.722,12.425,222.989,990.741,0.93,-18.92,72.7,630.0,28.322,6.695,18.793,49.026,-0.41,10.794,62.851,11.141,1153.55
2.798,20.906,13.513,359.936,1.509,24.119,974.0,430.673,1862,464.074,24.06,2.581,2023-07-02 20:33:57,7.422,77.265,12.386,277.346,990.73,0.651,-41.39,85.8,650.0,28.288,4.714,18.862,48.953,-0.05,10.767,57.656,11.443,1106.98
3.186,20.905,16.099,407.505,1.509,24.097,974.0,432.446,1874,465.393,24.302,3.816,2023-07-02 20:35:58,8.28,82.132,12.378,353.456,990.726,1.183,-18.9,71.5,615.0,28.278,6.692,18.895,48.992,0.22,10.762,54.214,12.799,1252.19
2.944,20.904,15.405,405.325,1.509,24.089,974.0,438.202,1887,463.809,23.782,2.838,2023-07-02 20:37:58,8.824,77.619,12.237,294.343,990.753,0.762,15.9,85.1,594.0,28.258,5.66,19.045,48.566,-0.31,10.664,57.287,12.61,1243.47
2.775,20.903,13.642,350.29,1.509,24.064,974.0,455.083,1860,464.747,23.664,2.838,2023-07-02 20:39:58,7.08,67.717,12.258,350.75,990.775,0.684,55.85,78.1,648.0,28.221,9.064,18.972,48.704,-0.29,10.679,59.919,11.064,1081.71
2.552,20.904,15.388,374.08,1.51,24.06,964.0,486.69,1907,473.159,23.713,1.264,2023-07-02 20:41:58,7.619,85.1,12.266,381.671,990.793,0.58,144.55,80.5,637.0,28.223,8.554,18.777,48.738,-0.22,10.684,63.378,13.483,1153.82
3.152,20.904,16.737,386.376,1.511,24.091,952.0,502.71,1882,483.389,24.652,3.174,2023-07-02 20:43:59,7.725,85.798,12.353,386.809,990.81,1.472,185.2,81.2,630.0,28.271,10.764,18.574,48.929,0.11,10.745,64.564,13.685,1202.45
2.513,20.901,14.204,381.992,1.512,24.139,939.0,512.01,1871,492.976,26.49,2.439,2023-07-02 20:46:00,7.944,81.218,12.43,416.17,990.783,0.168,169.48,80.9,628.0,28.353,5.936,18.235,49.035,0.29,10.797,68.461,12.403,1167.11
2.404,20.896,14.247,370.011,1.514,24.191,916.0,528.792,1878,502.296,28.491,1.202,2023-07-02 20:48:01,7.719,76.798,12.503,450.892,990.778,0.767,117.84,78.9,637.0,28.431,9.275,17.794,49.116,0.46,10.847,65.584,12.807,1141.04
3.134,20.892,14.637,372.477,1.514,24.244,901.0,537.444,1876,508.945,29.7,2.434,2023-07-02 20:50:00,7.823,63.892,12.576,482.954,990.784,2.252,94.39,83.2,633.0,28.491,5.83,17.257,49.199,0.42,10.898,65.794,11.712,1143.57
3.184,20.894,14.508,368.597,1.514,24.298,883.0,549.199,1878,515.245,30.399,3.202,2023-07-02 20:52:00,7.68,71.948,12.639,514.628,990.776,1.254,99.58,76.3,637.0,28.57,5.966,16.747,49.242,0.4,10.941,59.116,11.517,1138.93
2.418,20.888,12.676,361.354,1.515,24.343,868.0,558.015,1881,522.779,30.851,1.843,2023-07-02 20:54:01,7.57,69.088,12.711,547.095,990.764,0.356,78.32,79.4,644.0,28.634,3.111,16.141,49.341,0.39,10.991,60.917,11.112,1118.5
2.596,20.888,14.863,380.328,1.515,24.393,847.0,570.681,1874,528.517,30.689,1.831,2023-07-02 20:56:01,8.337,79.487,12.764,589.314,990.781,0.671,88.66,83.1,613.0,28.688,6.898,15.538,49.366,0.38,11.028,66.067,12.885,1176.3
2.871,20.888,14.348,386.073,1.515,24.43,840.0,574.453,1869,533.878,30.194,1.631,2023-07-02 20:58:02,8.022,65.363,12.83,607.817,990.789,0.456,72.62,84.0,626.0,28.696,8.569,14.936,49.467,0.36,11.073,65.385,12.033,1192.45
2.469,20.878,12.625,381.512,1.516,24.462,806.0,590.397,1868,539.3,29.497,1.572,2023-07-02 21:00:03,8.158,68.234,12.887,694.918,990.781,0.305,92.08,79.1,621.0,28.708,3.611,14.379,49.557,0.35,11.114,61.388,10.893,1190.78
3.02,20.875,13.499,370.45,1.519,24.497,407.0,607.442,1903,545.774,29.008,2.087,2023-07-02 21:02:01,7.866,68.794,12.934,3509.34,990.771,0.852,99.71,71.5,313.0,28.744,5.221,13.85,49.607,0.33,11.147,60.559,10.803,1137.03
2.765,20.871,14.171,372.524,1.527,24.527,46.0,614.158,1867,555.834,28.382,2.034,2023-07-02 21:04:02,7.258,88.357,12.964,6535.08,990.76,0.816,112.5,76.8,36.0,28.788,7.635,13.263,49.612,0.27,11.167,61.661,12.152,1142.32
2.692,20.869,11.819,356.598,1.531,24.545,64.0,615.242,1889,566.195,27.841,2.269,2023-07-02 21:06:04,7.604,65.667,12.996,5145.65,990.762,0.383,73.19,67.5,4.0,28.803,3.784,12.728,49.666,0.21,11.19,58.21,9.951,1096.02
2.574,20.871,12.682,362.209,1.531,24.564,132.0,620.89,1895,572.143,26.963,2.189,2023-07-02 21:08:03,7.395,72.298,13.034,4348.95,990.734,0.582,40.92,66.0,2.0,28.839,3.823,12.202,49.73,0.19,11.217,57.184,10.985,1114.23
3.503,20.871,15.349,380.309,1.531,24.576,231.0,622.71,1892,575.568,26.519,3.886,2023-07-02 21:10:03,7.919,79.738,13.053,3603.75,990.716,2.2,21.7,66.2,47.0,28.847,6.845,11.752,49.756,0.18,11.23,56.753,11.578,1167.0
3.425,20.871,13.207,361.044,1.53,24.58,311.0,625.611,1857,576.95,26.074,3.083,2023-07-02 21:12:03,6.939,60.346,13.084,3065.63,990.718,2.226,26.32,67.4,111.0,28.862,5.097,11.363,49.845,0.18,11.253,54.961,9.901,1108.71
4.432,20.871,13.075,319.224,1.53,24.585,343.0,633.233,1873,577.9,25.673,5.342,2023-07-02 21:14:04,6.274,54.776,13.106,2830.67,990.719,2.668,34.94,67.9,148.0,28.857,7.581,10.986,49.902,0.14,11.269,58.28,8.386,989.007
2.97,20.872,13.972,358.096,1.529,24.592,362.0,637.274,1857,578.1,25.374,2.19,2023-07-02 21:16:05,7.216,81.205,13.123,2705.17,990.724,1.251,36.93,68.4,171.0,28.858,6.481,10.738,49.938,0.14,11.281,61.127,11.636,1121.29
2.981,20.87,13.2,354.515,1.527,24.596,397.0,638.304,1872,581.489,24.922,3.087,2023-07-02 21:18:06,7.252,68.909,13.14,2503.91,990.718,2.142,38.32,77.2,212.0,28.866,5.528,10.531,49.979,0.11,11.294,62.943,10.734,1097.29
